	Dim1	Dim2	new_membership	class
1001000239.D12	-0.9879892	-33.497917	Microglia	3
1001000239.G7	-15.453612	-2.107708	7	7
1001000239.F10	-8.014372	-47.52263	Microglia	3
1001000239.E10	-3.2454803	-57.466564	Microglia	3
1001000239.H10	-8.101482	-23.109846	Microglia	3
1001000239.D2	12.334954	-37.651215	Microglia	3
1001000239.E9	8.079783	-46.55579	Microglia	3
1001000239.B10	-5.736983	-53.599903	Microglia	3
1001000239.C4	-9.821544	-40.760357	Microglia	3
1001000239.E2	-7.1358056	-44.13055	Microglia	3
1001000239.F6	-18.657446	2.7894156	7	7
1001000239.A7	-4.556651	-23.931166	Microglia	3
1001000239.H9	-7.8232546	-38.22111	Microglia	3
1001000239.G1	-6.45866	-32.99357	Microglia	3
1001000239.G11	-8.720072	-51.364616	Microglia	3
1001000239.C11	2.0670035	-31.399662	Microglia	3
1001000239.D11	6.766029	-40.605946	Microglia	3
1001000239.B2	-25.986668	1.8004678	7	7
1001000239.F12	-28.836533	-12.977578	7	7
1001000239.A2	-16.809336	2.2467887	7	7
1001000239.C2	56.51615	48.607597	Endothelial	2
1001000239.D6	-3.6240773	-31.598967	Microglia	3
1001000239.B4	-27.419867	-3.224645	7	7
1001000239.A9	-11.398465	5.5218167	7	7
1001000239.H2	-10.81963	-42.565796	Microglia	3
1001000239.F4	-6.9887476	-36.36396	Microglia	3
1001000239.H5	-27.363848	3.196497	7	7
1001000239.E4	-18.10326	-4.9606433	7	7
1001000239.G3	5.3653235	-27.414545	Microglia	3
1001000239.A11	-20.98159	-5.5711703	7	7
1001000239.C1	15.24562	-44.975533	Microglia	3
1001000239.H7	-25.791218	-10.176362	7	7
1001000239.F2	-0.7575257	-50.910004	Microglia	3
1001000239.F9	-27.275963	2.12455	7	7
1001000239.E12	5.381591	-35.289524	Microglia	3
1001000239.B6	-16.53717	-15.186903	7	7
1001000239.D1	-15.606924	-42.097137	Microglia	3
1001000239.A3	-12.744402	5.0141344	7	7
1001000239.C3	2.9266467	-60.019047	Microglia	3
1001000239.G9	-9.254841	-43.25797	Microglia	3
1001000239.G6	-34.49926	6.1860423	7	7
1001000239.C6	-8.087689	-54.210285	Microglia	3
1001000239.D8	-5.6696386	-53.555992	Microglia	3
1001000239.E7	1.9476507	-38.531277	Microglia	3
1001000239.D3	4.515358	-51.436333	Microglia	3
1001000239.A5	8.136242	-32.21791	Microglia	3
1001000239.B8	-1.2110745	-31.425657	Microglia	3
1001000239.B1	-15.577083	-42.813576	Microglia	3
1001000239.H8	9.391071	-46.44757	Microglia	3
1001000239.F7	8.164345	-38.567616	Microglia	3
1001000239.D5	-12.057821	5.9809847	7	7
1001000239.A10	-6.744768	-43.259243	Microglia	3
1001000239.C10	11.447382	-33.498653	Microglia	3
1001000239.D10	-17.044277	-19.695698	7	7
1001000239.H3	-14.296616	3.9458952	7	7
1001000239.H11	-11.974279	-7.0591183	Microglia	3
1001000239.C7	-3.9754207	-31.421907	Microglia	3
1001000239.B11	7.6693897	-29.69203	Microglia	3
1001000239.E1	6.8352222	-40.029514	Microglia	3
1001000239.E8	-18.178259	-5.3035207	7	7
1001000239.D7	5.2348685	-42.47458	Microglia	3
1001000239.C8	8.161956	-34.72175	Microglia	3
1001000239.E11	7.112306	-38.229733	Microglia	3
1001000239.A1	-16.773962	-2.1154113	7	7
1001000239.F5	-18.108055	-2.905615	7	7
1001000239.A12	5.6049814	-38.317616	Microglia	3
1001000239.G2	-27.232168	-34.622196	7	7
1001000239.E5	-16.80427	2.1648693	7	7
1001000239.G10	8.629776	-30.743248	Microglia	3
1001000239.H4	-21.233023	-22.90292	7	7
1001000239.G12	7.651436	-53.995087	Microglia	3
1001000239.C5	-5.1409726	-48.402233	Microglia	3
1001000239.B3	-15.815326	-42.407616	Microglia	3
1001000239.C12	-1.0903666	-24.592472	Microglia	3
1001000240.B1	-16.468872	2.3719523	7	7
1001000240.F6	9.557123	-39.83909	Microglia	3
1001000240.H5	8.4838295	-30.511887	Microglia	3
1001000240.H9	-2.0613344	-25.670687	Microglia	3
1001000240.D11	-38.92946	-31.80376	7	7
1001000240.A7	1.3928583	-57.669006	Microglia	3
1001000240.C11	2.8737285	-49.88055	Microglia	3
1001000240.G5	-4.6305656	-52.428932	Microglia	3
1001000240.F5	0.14756978	-27.994976	Microglia	3
1001000240.E6	-25.852583	-20.60219	7	7
1001000240.C6	-14.397424	-0.58291966	7	7
1001000240.E12	6.963471	-39.134453	Microglia	3
1001000240.B2	-26.184935	11.53392	7	7
1001000240.C5	-20.639725	2.866642	7	7
1001000240.H10	0.9922343	-59.198826	Microglia	3
1001000240.H7	12.514919	-36.123024	Microglia	3
1001000240.H3	-34.743446	29.601145	7	7
1001000240.B11	-4.1587768	-58.966908	Microglia	3
1001000240.G3	-21.377522	-15.59372	7	7
1001000240.D1	-17.045822	-48.662376	Microglia	3
1001000240.E1	2.2636867	-50.631195	Microglia	3
1001000240.D6	-14.995901	2.7467225	7	7
1001000240.F12	11.685085	-36.709408	Microglia	3
1001000240.F3	7.9833245	-29.824642	Microglia	3
1001000240.A2	7.7250566	-39.87743	Microglia	3
1001000240.B4	-5.904418	-45.847214	Microglia	3
1001000240.B6	4.7025585	-49.576077	Microglia	3
1001000240.E9	-10.861211	-40.916775	Microglia	3
1001000240.C3	-16.762297	-3.8486466	7	7
1001000240.G7	-12.487619	2.9989274	7	7
1001000240.A10	-13.969505	4.0609207	7	7
1001000240.F9	9.706635	-29.379633	Microglia	3
1001000240.D8	-19.330223	-10.717858	7	7
1001000240.B12	-17.912344	1.1841866	7	7
1001000240.F10	-14.394316	-17.21272	7	7
1001000240.B8	-1.131405	-58.57422	Microglia	3
1001000240.G11	-33.465683	-33.077625	7	7
1001000240.G4	-16.57968	-3.2997956	7	7
1001000240.D2	5.439225	-38.018867	Microglia	3
1001000240.A9	-6.460707	-17.734669	Microglia	3
1001000240.D12	-7.0292797	-43.85348	Microglia	3
1001000240.F7	0.5833992	-26.777534	Microglia	3
1001000240.C10	-8.840352	-38.58263	Microglia	3
1001000240.G2	5.4652762	-43.84279	Microglia	3
1001000240.E11	-2.9338014	-59.978664	Microglia	3
1001000240.D4	-4.848429	-25.000586	Microglia	3
1001000240.C4	-16.445929	0.33565795	7	7
1001000240.A1	-16.833874	0.73886716	7	7
1001000240.C9	4.309501	-41.053764	Microglia	3
1001000240.E7	-4.7392693	-27.419003	Microglia	3
1001000240.B3	-11.81253	-42.472992	Microglia	3
1001000240.H8	-23.552185	-9.649703	7	7
1001000240.H4	-17.48947	-3.6689212	7	7
1001000240.G8	8.148056	-36.458996	Microglia	3
1001000240.B10	-6.084984	-45.942604	Microglia	3
1001000240.F4	8.683649	-47.52436	Microglia	3
1001000240.D9	-0.15420151	-28.481894	Microglia	3
1001000240.H1	-0.12383872	-26.526827	Microglia	3
1001000240.B7	-8.883304	-39.748703	Microglia	3
1001000240.C2	-10.671195	6.20552	7	7
1001000240.H11	-3.1810184	-42.43478	Microglia	3
1001000240.C12	-9.260263	-43.101685	Microglia	3
1001000240.B5	8.385358	-31.596813	Microglia	3
1001000240.H2	-2.4092867	-19.566025	Microglia	3
1001000240.H6	-12.73626	3.9630203	7	7
1001000240.A11	-9.127075	-44.953197	Microglia	3
1001000240.A8	-32.45376	17.88536	7	7
1001000240.G1	-16.159021	1.4774885	7	7
1001000240.D3	3.4756265	-33.579414	Microglia	3
1001000240.F2	1.3430387	-31.67436	Microglia	3
1001000240.E8	-6.1192813	-30.140535	Microglia	3
1001000240.E2	2.2263331	-30.637535	Microglia	3
1001000240.A5	-6.587003	-29.500235	Microglia	3
1001000240.G6	0.6011198	-55.2155	Microglia	3
1001000240.C1	-2.5074308	-59.966835	Microglia	3
1001000240.B9	-23.397585	-20.941847	7	7
1001000240.F8	-7.243277	-24.48945	Microglia	3
1001000240.D5	-34.590477	28.225502	7	7
1001000240.G10	9.484938	-36.97697	Microglia	3
1001000240.F1	-15.573172	-4.132167	7	7
1001000240.A6	-24.118725	0.64034164	7	7
1001000240.G12	-7.399842	-23.290766	Microglia	3
1001000240.A12	-34.54292	27.943869	7	7
1001000240.A3	8.116733	-49.802956	Microglia	3
1001000240.C8	7.832867	-42.3999	Microglia	3
1001000240.E4	-4.3625574	-16.436287	Microglia	3
1001000241.F1	-37.61146	-18.660141	7	7
1001000241.B3	-44.24756	-15.118414	7	7
1001000241.B8	-36.326557	-6.783446	7	7
1001000241.D4	-36.15795	18.271172	7	7
1001000241.D7	-43.42077	-30.115551	7	7
1001000241.A4	28.632069	28.487024	8	9
1001000241.C5	-50.262165	29.743214	7	7
1001000241.B11	-59.829376	-0.31442976	7	7
1001000241.D9	-50.80791	17.68333	7	7
1001000241.C10	-41.270336	-30.729195	7	7
1001000241.C7	-20.82664	-1.8177522	7	7
1001000241.A6	-42.36805	15.648879	7	7
1001000241.A9	-37.65104	32.25039	7	7
1001000241.A2	-25.734396	-27.437037	7	7
1001000241.E2	-27.402195	-3.5644095	7	7
1001000241.B7	-39.70553	17.274065	7	7
1001000241.C12	-35.797344	-19.746899	7	7
1001000241.C8	-59.02898	3.3615682	7	7
1001000241.C1	-22.888737	-30.466585	7	7
1001000241.D1	-26.83185	-34.254936	7	7
1001000241.B5	-36.585213	-14.664562	7	7
1001000241.A10	-27.05615	-10.44486	7	7
1001000241.C3	-28.647657	-21.34179	7	7
1001000241.D2	-24.756624	-31.507444	7	7
1001000241.D6	-59.718327	24.38778	7	7
1001000241.A1	-30.237482	-6.774507	7	7
1001000241.A5	-62.81263	25.62026	7	7
1001000241.C4	-44.669106	15.341889	7	7
1001000241.B1	-26.175703	-4.953375	7	7
1001000241.E1	-38.256077	11.811619	7	7
1001000241.A12	-61.597157	-2.010129	7	7
1001000241.B2	-36.160187	-1.0750144	7	7
1001000241.A7	-55.08837	22.326477	7	7
1001000241.C9	-36.973854	-29.066233	7	7
1001000241.E5	-59.244904	26.94908	7	7
1001000241.A3	-51.593834	13.871801	7	7
1001000241.C6	-60.10159	18.928423	7	7
1001000241.E3	-43.57287	32.873726	7	7
1001000241.B12	-59.184788	23.459385	7	7
1001000241.B9	33.81403	-73.705666	Oligodendrocyte	6
1001000241.A8	-56.777187	21.99531	7	7
1001000241.D3	-49.781338	30.07961	7	7
1001000241.E4	-41.838436	-26.553297	7	7
1001000241.B6	-49.14828	-7.9193316	7	7
1001000241.A11	-26.091316	-9.673489	7	7
1001000241.D5	-35.71184	-21.063139	7	7
1001000241.D10	-70.674324	21.069096	7	7
1001000241.C2	-35.41211	-20.930426	7	7
1001000241.D12	-55.70233	3.627378	7	7
1001000241.E6	-50.184875	20.075861	7	7
1001000241.G3	-24.415146	-6.4707804	7	7
1001000241.F3	-68.34065	22.883001	7	7
1001000241.G5	-54.86787	27.699736	7	7
1001000241.H10	-69.61937	22.941332	7	7
1001000241.G8	-52.846222	-26.772102	7	7
1001000241.F10	-42.442623	30.887825	7	7
1001000241.F5	-51.591595	27.661919	7	7
1001000241.H8	-44.143562	-15.703853	7	7
1001000241.E7	-37.842995	-30.234482	7	7
1001000241.H11	-36.07361	-5.973879	7	7
1001000241.G6	-53.22061	-27.205719	7	7
1001000241.H5	-44.652225	-18.665663	7	7
1001000241.G1	-39.35388	16.713493	7	7
1001000241.F7	-53.372105	-11.63125	7	7
1001000241.E10	-50.300667	-12.548982	7	7
1001000241.G11	-45.65437	29.45519	7	7
1001000241.H3	-35.584663	-31.781847	7	7
1001000241.E12	-29.816914	-24.064726	7	7
1001000241.F9	-36.143353	-38.548107	7	7
1001000241.E9	-36.357925	28.824978	7	7
1001000241.F2	-42.7625	-38.625557	Microglia	3
1001000241.H1	-36.963684	7.342311	7	7
1001000241.F12	-18.760185	-10.062575	7	7
1001000241.F4	-50.703915	21.50347	7	7
1001000241.G10	-63.8686	22.590004	7	7
1001000241.G9	-25.851267	-22.870983	7	7
1001000241.H4	-38.544533	-3.8878062	7	7
1001000241.G7	-10.774024	4.1709123	7	7
1001000241.F6	-48.6491	15.353838	7	7
1001000241.F11	-39.717964	-37.072388	7	7
1001000241.H9	-37.607964	12.281932	7	7
1001000241.H2	-54.151405	-21.839394	7	7
1001000241.E11	-53.992794	24.33539	7	7
1001000241.E8	-48.176582	6.8510036	7	7
1001000241.F8	-57.10505	3.854989	7	7
1001000242.A8	-23.930853	-45.147316	Microglia	3
1001000242.D2	-57.53675	14.5152445	7	7
1001000242.G12	-30.877728	-25.188318	7	7
1001000242.E12	-49.14191	24.072752	7	7
1001000242.G8	-44.45789	12.769416	7	7
1001000242.E1	-32.156395	-23.016792	7	7
1001000242.C10	-47.365383	-9.67306	7	7
1001000242.F2	-41.119762	-32.174995	7	7
1001000242.A5	-47.54816	15.88544	7	7
1001000242.H10	-25.022177	-42.546726	Microglia	3
1001000242.D4	-34.87532	24.59373	7	7
1001000242.C3	-30.818449	10.688361	7	7
1001000242.F7	-38.02114	14.814183	7	7
1001000242.B9	-27.253572	-10.638523	7	7
1001000242.H7	-49.32698	-14.3114	7	7
1001000242.D9	-48.794083	4.472568	7	7
1001000242.F4	-46.722767	15.3811455	7	7
1001000242.B7	-52.383766	21.242525	7	7
1001000242.B2	-40.406883	-25.988184	7	7
1001000242.D12	-48.051254	-4.7688737	7	7
1001000242.E3	-20.181498	6.1966825	7	7
1001000242.G6	-31.116446	-29.090399	7	7
1001000242.F9	-41.18611	29.390965	7	7
1001000242.G11	-33.953785	-14.083799	7	7
1001000242.D6	-37.49065	-5.802178	7	7
1001000242.C1	-36.299934	-6.6381273	7	7
1001000242.H5	-27.689846	-24.84658	7	7
1001000242.G4	-22.976103	-21.683954	7	7
1001000242.E5	-40.912155	17.470106	7	7
1001000242.D5	-35.39676	-24.732286	7	7
1001000242.D11	-53.71611	-21.527393	7	7
1001000242.F5	-37.383213	31.675034	7	7
1001000242.C7	-27.274904	-31.022947	7	7
1001000242.F3	-14.534522	-53.248566	Microglia	3
1001000242.B10	-33.05195	-19.733505	7	7
1001000242.A1	-31.198177	-28.50188	7	7
1001000242.E7	-45.70318	19.14833	7	7
1001000242.A11	-26.05324	0.22481091	7	7
1001000242.G9	-33.763042	-26.947948	7	7
1001000242.C12	-54.5838	3.7899535	7	7
1001000242.G2	-51.054447	21.953724	7	7
1001000242.B6	-46.886333	-8.017311	7	7
1001000242.H9	-28.056509	-8.667559	7	7
1001000242.F10	-50.313446	13.925857	7	7
1001000242.C5	-53.67939	20.85457	7	7
1001000242.H2	-32.300175	-7.1818542	7	7
1001000242.D7	-41.712948	-37.804817	7	7
1001000242.F11	-51.27865	15.884227	7	7
1001000242.F1	-32.032272	23.009535	7	7
1001000242.G7	-27.198406	-5.4907093	7	7
1001000242.E4	-43.97722	16.62989	7	7
1001000242.B4	-42.13093	29.93728	7	7
1001000242.C4	-26.447294	-0.94367176	7	7
1001000242.D1	-36.336872	-15.327966	7	7
1001000242.C9	-53.48235	-16.808147	7	7
1001000242.E2	-38.189	-4.4160457	7	7
1001000242.C11	-36.64268	-21.199833	7	7
1001000242.B11	-30.423754	-23.868065	7	7
1001000242.C2	-32.482475	-24.65221	7	7
1001000242.D3	-37.730675	-14.774637	7	7
1001000242.G10	-39.245457	13.801375	7	7
1001000242.B1	-25.07594	-10.441848	7	7
1001000242.H4	-37.74476	27.84864	7	7
1001000242.E11	-31.068832	-9.500966	7	7
1001000242.E9	-57.82495	28.880415	7	7
1001000242.B8	-48.56905	17.795647	7	7
1001000242.A2	-23.084654	5.8588595	7	7
1001000242.A7	-59.640564	25.122742	7	7
1001000242.G5	-39.22351	-38.989044	7	7
1001000242.H3	-39.88147	29.932493	7	7
1001000242.C8	-28.938765	-18.889029	7	7
1001000242.A9	-47.43652	-9.7393675	7	7
1001000242.B12	-32.028126	-38.647556	7	7
1001000242.B5	-39.87978	12.270965	7	7
1001000242.G3	-35.397327	-25.285318	7	7
1001000242.F12	-37.934357	-24.57668	7	7
1001000242.D10	-33.816605	-32.92707	7	7
1001000242.E6	-53.396923	-3.8763247	7	7
1001000242.E10	-35.851376	-23.952742	7	7
1001000242.F6	-38.559235	27.511843	7	7
1001000242.H8	-27.629225	-20.5979	7	7
1001000242.H11	-33.379547	-21.411814	7	7
1001000242.F8	-47.814392	11.077518	7	7
1001000242.E8	-40.425713	-39.570435	7	7
1001000242.A12	-51.820976	25.289978	7	7
1001000242.D8	-54.323532	-5.1645947	7	7
1001000242.G1	-51.677456	11.873866	7	7
1001000242.C6	-38.5467	-37.37382	7	7
1001000242.A3	-30.171482	-13.772946	7	7
1001000243.F12	1.1108482	74.28559	OPC	5
1001000243.H9	-5.114636	66.93781	OPC	5
1001000243.C5	10.159657	56.60563	OPC	5
1001000243.B12	-17.701021	-42.53925	Microglia	3
1001000244.G12	-7.868979	62.84488	OPC	5
1001000244.A6	3.3172061	58.850292	OPC	5
1001000244.H3	-4.346168	68.83553	OPC	5
1001000244.F10	1.8859024	72.44208	OPC	5
1001000244.B12	-2.8278713	38.13977	OPC	5
1001000244.A8	1.576018	62.790474	OPC	5
1001000244.C10	-0.576517	72.02513	OPC	5
1001000244.E9	2.8223913	73.25488	OPC	5
1001000244.A11	-8.971678	53.9336	OPC	5
1001000244.C3	1.4883459	67.114296	OPC	5
1001000244.F8	1.2072858	73.40222	OPC	5
1001000244.H11	1.896425	73.46873	OPC	5
1001000244.G8	-8.9214735	66.46897	OPC	5
1001000244.F12	-8.815249	47.459503	OPC	5
1001000244.B7	-13.486747	-38.69726	Microglia	3
1001000244.F11	1.578295	-45.374203	Microglia	3
1001000244.E12	-29.292955	-49.576565	Microglia	3
1001000244.A7	9.951698	56.645714	OPC	5
1001000244.B11	-2.1921701	68.59774	OPC	5
1001000244.B5	0.3646153	64.83541	OPC	5
1001000244.G11	0.59739155	67.722855	OPC	5
1001000244.H10	3.1302028	68.957985	OPC	5
1001000244.A10	0.8839874	61.46359	OPC	5
1001000244.A12	2.2659335	63.970093	OPC	5
1001000244.D1	-4.4367447	61.72428	OPC	5
1001000244.D10	-2.3488574	-59.921364	Microglia	3
1001000244.F7	1.9103991	73.15376	OPC	5
1001000244.C4	1.6217883	67.506676	OPC	5
1001000244.A5	-7.7784553	57.05109	OPC	5
1001000244.D12	-1.2522068	70.69322	OPC	5
1001000245.F10	-32.333355	-27.792826	7	7
1001000245.D10	-33.377827	19.965319	7	7
1001000245.D5	-43.89354	5.3201137	7	7
1001000245.A8	-36.96352	30.600786	7	7
1001000245.E7	24.701033	-4.698395	9	8
1001000245.D7	43.24916	22.254791	9	8
1001000245.C7	-45.774555	-6.818946	7	7
1001000245.B3	-11.806787	5.113908	7	7
1001000245.H11	-38.4419	15.925297	7	7
1001000245.E2	29.598724	23.277449	8	9
1001000245.F1	-25.171741	9.739255	7	7
1001000245.F8	56.456825	49.006474	Endothelial	2
1001000245.F12	30.910805	-7.3730083	9	8
1001000245.B4	28.421272	16.190943	8	9
1001000245.E1	69.59248	19.463528	9	8
1001000245.E11	-51.688034	-13.31814	7	7
1001000245.G9	-25.153948	-32.545757	7	7
1001000245.A5	-39.549	22.823343	7	7
1001000245.F2	37.931355	24.685234	9	8
1001000245.C1	-53.052563	6.004194	7	7
1001000245.D1	-44.243603	20.99976	7	7
1001000245.B10	29.642168	-9.360436	9	8
1001000245.E3	47.390797	28.174223	9	8
1001000245.G11	-55.794785	22.136055	7	7
1001000245.G6	-35.14994	26.63655	7	7
1001000245.F5	-44.801678	21.121428	7	7
1001000245.D11	47.205105	24.404543	9	8
1001000245.B6	-64.787155	22.650074	7	7
1001000245.C4	-66.746826	22.052893	7	7
1001000245.A7	-46.643776	23.523184	7	7
1001000245.D3	29.53586	20.234272	8	9
1001000245.D8	44.52937	28.677387	9	8
1001000245.A2	-38.446472	20.190836	7	7
1001000245.H7	-35.50478	28.34955	7	7
1001000245.G4	-39.376717	14.285183	7	7
1001000245.F7	-49.030518	18.609509	7	7
1001000245.G3	-45.67714	32.505283	7	7
1001000245.H2	-37.068996	30.799911	7	7
1001000245.F11	-33.833553	-10.695869	7	7
1001000245.H4	29.43734	-9.395425	OPC	5
1001000245.B9	-25.601658	-29.32493	7	7
1001000245.B2	-43.9322	32.670986	7	7
1001000245.C6	-52.414646	6.0462217	7	7
1001000245.E4	-45.49694	30.022526	7	7
1001000245.G10	47.304462	22.32519	9	8
1001000245.C11	-35.41062	-19.281445	7	7
1001000245.H9	-44.6561	15.776607	7	7
1001000245.D6	-47.063175	23.336609	7	7
1001000245.A9	-39.6815	14.805133	7	7
1001000245.F9	-49.48962	26.4548	7	7
1001000245.B12	-53.344185	18.403978	7	7
1001000245.E9	-29.921501	-27.823294	7	7
1001000245.E6	-41.179565	8.420784	7	7
1001000245.A1	-45.207764	9.189392	7	7
1001000245.G7	-40.100662	16.153925	7	7
1001000245.F4	36.5884	-9.916055	9	8
1001000245.C10	29.06758	22.774382	8	9
1001000245.G12	34.394676	-9.291972	9	8
1001000245.C12	-42.92446	32.4968	7	7
1001000245.H1	-30.286541	0.599916	7	7
1001000245.B5	37.726566	-7.6813607	9	8
1001000245.A12	-36.175644	-29.392998	7	7
1001000245.C2	46.652573	24.436531	9	8
1001000245.F3	-48.30257	20.154785	7	7
1001000245.C9	-33.047714	20.270046	7	7
1001000245.G1	-49.87661	-6.878777	7	7
1001000245.D9	-21.756613	-30.34592	7	7
1001000245.A3	-12.160126	7.2711945	7	7
1001000245.G5	-36.757042	20.043587	7	7
1001000245.F6	43.314537	28.902027	9	8
1001000245.E5	-61.01405	27.674765	7	7
1001000245.D12	-31.527674	-29.456	7	7
1001000245.A10	43.031975	30.703344	9	8
1001000245.E10	44.6443	26.077686	9	8
1001000245.B8	35.44074	-6.3902106	9	8
1001000245.B1	-22.169033	-32.217636	Microglia	3
1001000245.B7	-21.52079	-31.185146	7	7
1001000245.D2	-30.542683	-3.2114406	7	7
1001000245.H10	46.524635	27.435938	9	8
1001000246.E10	-45.54307	9.186415	7	7
1001000246.C3	-38.341534	17.341957	7	7
1001000246.B5	-48.733807	17.771637	7	7
1001000246.E2	-22.938217	5.9412155	7	7
1001000246.F3	-41.54967	15.56226	7	7
1001000246.A12	30.849104	-8.502149	9	8
1001000246.D9	-63.428276	22.957495	7	7
1001000246.D3	-51.3411	15.912944	7	7
1001000246.G7	-47.88289	10.87477	7	7
1001000246.H3	-37.481594	8.215694	7	7
1001000246.A5	31.129797	-6.1174684	9	8
1001000246.E12	-48.815277	4.617677	7	7
1001000246.E1	-24.827587	-30.716478	7	7
1001000246.E8	-56.410156	-25.526482	7	7
1001000246.F12	-57.605824	22.063257	7	7
1001000246.C9	24.483389	-4.420904	8	9
1001000246.F1	-19.439835	-16.108414	7	7
1001000246.A3	-39.752876	17.548988	7	7
1001000246.G12	-46.251396	10.18198	7	7
1001000246.G2	45.456387	27.889763	9	8
1001000246.F7	-38.13465	18.485394	7	7
1001000246.H1	-33.24653	19.77724	7	7
1001000246.F10	42.742825	29.722649	9	8
1001000246.D5	30.889193	-7.9263597	9	8
1001000246.G9	46.010044	23.934786	9	8
1001000246.B11	-27.764711	-29.305098	7	7
1001000246.E6	-38.4949	23.05776	7	7
1001000246.B3	34.95624	-2.3079464	9	8
1001000246.C7	-46.10126	27.8341	7	7
1001000246.F8	-51.867485	-16.32735	7	7
1001000246.D12	-38.552063	16.318007	7	7
1001000246.B1	43.36336	27.32709	9	8
1001000246.B6	-36.42657	24.51743	7	7
1001000246.C4	-7.6255765	-26.067877	7	7
1001000246.G10	39.836533	-11.855963	9	8
1001000246.E5	-45.902214	21.697405	7	7
1001000246.A9	-27.63391	-29.32335	7	7
1001000246.G3	43.731197	31.410738	9	8
1001000246.H7	-54.56426	27.84883	7	7
1001000246.D7	47.294876	26.610771	9	8
1001000246.F6	-47.303715	14.732479	7	7
1001000246.H4	-46.420387	31.920835	7	7
1001000246.D10	-41.243004	-21.116884	7	7
1001000246.E3	-39.02058	15.355163	7	7
1001000246.H11	39.448154	-11.770866	9	8
1001000246.A7	-38.666153	29.890955	7	7
1001000246.C11	-61.83283	23.897266	7	7
1001000246.C2	45.52825	27.573704	9	8
1001000246.B12	35.302082	22.980942	8	9
1001000246.G5	33.0726	-5.6817126	9	8
1001000246.A11	39.721092	-14.015146	9	8
1001000246.H5	-43.831326	32.901043	7	7
1001000246.G8	43.577797	29.649242	9	8
1001000246.H2	47.40727	24.397184	9	8
1001000246.F9	-53.250393	26.592491	7	7
1001000246.H9	46.76737	26.922472	9	8
1001000246.A4	59.75116	40.515507	Endothelial	2
1001000246.C8	45.89656	21.395481	9	8
1001000246.G1	-38.52129	30.9145	7	7
1001000246.E9	43.77355	30.501736	9	8
1001000246.B4	55.470352	47.814846	Endothelial	2
1001000246.D2	-41.961193	25.214558	7	7
1001000246.D8	-49.157856	21.37445	7	7
1001000246.F4	-39.460335	30.947006	7	7
1001000246.G11	-31.947168	23.056898	7	7
1001000246.A2	43.72461	23.086845	9	8
1001000246.F2	-37.324112	21.058222	7	7
1001000246.B10	-42.787766	18.074047	7	7
1001000246.B8	-45.535545	20.593103	7	7
1001000246.E7	-46.418915	27.711773	7	7
1001000246.C6	54.761024	47.55163	Endothelial	2
1001000246.H8	-37.54472	22.053925	7	7
1001000246.E11	29.414757	20.45463	8	9
1001000246.B2	42.904972	27.0941	9	8
1001000246.C1	-57.399433	4.1913924	7	7
1001000246.C12	-50.054966	6.5389743	7	7
1001000246.D4	35.961967	23.273655	8	9
1001000246.H10	-40.76112	19.813698	7	7
1001000246.C10	-37.40157	15.650683	7	7
1001000246.G4	42.865124	30.840023	9	8
1001000246.A8	-42.424313	19.541286	7	7
1001000246.A1	32.709736	-10.485852	9	8
1001000246.F5	-39.3535	18.775251	7	7
1001000246.B9	60.384212	20.172506	9	8
1001000246.F11	-38.712868	31.357271	7	7
1001000246.G6	-26.575623	-4.7612147	7	7
1001000246.A6	-45.54364	23.013971	7	7
1001000246.E4	-37.697468	28.88402	7	7
1001000246.A10	-57.65918	24.947624	7	7
1001000246.C5	-40.707264	19.89166	7	7
1001000246.B7	42.900593	28.500546	9	8
1001000246.D6	64.83969	13.878021	9	8
1001000246.D1	-20.513119	-19.986336	7	7
1001000246.D11	-51.506493	27.174685	7	7
1001000247.E5	-38.764362	30.336075	7	7
1001000247.F3	-36.931026	20.767195	7	7
1001000247.G3	45.52524	23.673851	9	8
1001000247.H6	-53.882225	16.221344	7	7
1001000247.D2	-30.406704	-21.972807	7	7
1001000247.E11	-42.382397	11.330255	7	7
1001000247.G11	-53.234497	27.906826	7	7
1001000247.F10	34.088562	-7.44631	9	8
1001000247.H2	-53.972176	14.981629	7	7
1001000247.G5	-50.743755	17.393661	7	7
1001000247.E8	-50.10364	13.937772	7	7
1001000247.H8	-29.64555	-6.4887786	7	7
1001000247.G7	46.751045	24.5538	9	8
1001000247.C9	1.2085918	54.279663	OPC	5
1001000247.F11	-58.654385	21.408342	7	7
1001000247.D6	-29.238552	-26.908375	7	7
1001000247.G12	-42.89082	31.274559	7	7
1001000247.H9	-64.75527	20.986315	7	7
1001000247.C6	-49.58884	29.724466	7	7
1001000247.G6	-48.422874	24.408768	7	7
1001000247.H5	43.44041	27.608007	9	8
1001000247.G10	-51.891396	29.351437	7	7
1001000247.G9	-59.054535	26.045715	7	7
1001000247.C7	-53.476933	24.204712	7	7
1001000247.G2	-49.63211	21.909674	7	7
1001000247.H4	35.819435	-9.480266	9	8
1001000247.F1	45.898716	21.226004	9	8
1001000247.H10	-47.49067	-10.594891	7	7
1001000247.C2	-53.377377	6.991193	7	7
1001000247.E10	-28.667559	-25.49052	7	7
1001000247.H7	55.597794	48.896584	Endothelial	2
1001000247.D3	-22.679161	-1.7005634	7	7
1001000247.E7	-39.19976	13.337785	7	7
1001000247.E9	-49.331234	26.125923	7	7
1001000247.C12	-70.08562	23.961351	7	7
